filename	date	plate	batch	tank	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Wellfolder	age	Imaged	protein	ldl	gluc	tc	tg	freeze_dried	pos_bio	batch_bio	pcsk1_nwt	pcsk1_dich	qRNA	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	ROI_edge	PostCheckValid	NrLipids	LiverRefinedArea	LipidArea	AverageLipidsIntensity	AverageLipidsBGIntensity	bld	bodyfat	Length_1_1	Area_1_1	Border_1_1	Border_size_1_1	BodyPigm_Total_1_1	BodyPigm_Average_1_1	BodyPigm_Stdev_1_1	Length_1_4	Area_1_4	Border_1_4	Border_size_1_4	BodyPigm_Total_1_4	BodyPigm_Average_1_4	BodyPigm_Stdev_1_4	Length_1_7	Area_1_7	Border_1_7	Border_size_1_7	BodyPigm_Total_1_7	BodyPigm_Average_1_7	BodyPigm_Stdev_1_7	Length_1_10	Area_1_10	Border_1_10	Border_size_1_10	BodyPigm_Total_1_10	BodyPigm_Average_1_10	BodyPigm_Stdev_1_10	Date	length	dorsal_area	lateral_area	tod	length_Res	dorsal_area_Res1	lateral_area_Res1	tc_Res	tg_Res	gluc_Res	ldl_Res	tc_Res1	tg_Res1	gluc_Res1	ldl_Res1	NrCells_Res1	Volume_Res1	CellVolume_Av_Res1	CellVolume_Stdev_Res1	CellInt_Av_Res1	CellInt_Stdev_Res1	IV_Res1	ISA_Res1	IED_Res1	IPAL1_Res1	IPAL2_Res1	IPAL3_Res1	NrLipids_Res1	LiverRefinedArea_Res1	intlength	intdorsal_area	intlateral_area	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3	intNrLipids	intLiverRefinedArea	intldl	inttg	inttc	intgluc
InsH2Bfabp_CD15_11dpf_vast01_plate01_pcsk1_210108_0900_W_E07	210108	1	8	37	AP179	insH2Bfabp	CD15	pcsk1	1	0	0	1	210108_0900_E07	11	1	15.25072	1.2250656	.52324853	.6125328	.6235328	0	32	17	.0975835	0	1	217719	6048	4099	26	6	36	1	1708108	98276	103	207	140	50	0	1	73	150439	6883	111.89989	152.21443	0	0	4359.8321	1210016.5	0	0	1.654e+09	8076.5311	17171.793	4227.4322	1649682.6	0	0	1.757e+09	8580.816	15827.671	4377.3099	1210495	0	0	1.660e+09	8103.9623	17191.312	4200.4308	1664636.2	0	0	1.786e+09	8718.521	15980.719	1/19/2021 9:20	4359.832	1210017	1649683	1	129.2463	32381.39	68357.06	.1799022	-.3106094	.0173006	.1349928	.1225159	-.4304208	-.0236593	-.0498245	2.070272	-34379.25	-1731.26	-3681.827	-3.25115	-.7012928	292245.4	17070.79	8.533334	39.08621	17.75842	-10.37333	-89	38882.23	.9995351	1.039487	1.165	.367383	-.1763742	-1.065463	-1.644854	-.1933732	-.227545	.5927726	.7835004	.4770404	.8778963	.7721932	-1.320504	-1.3888	1.052537	.3280721	-.3724957	1.239093	.0179054
InsH2Bfabp_CD15_11dpf_vast01_plate01_pcsk1_210108_0900_W_E08	210108	1	8	36	AP187	insH2Bfabp	CD15	pcsk1	1	0	0	1	210108_0900_E08	11	1	11.78186	.9868584	.52324853	.4423848	.6235328	0	40	17	1	1	2	187943	5695	3505	42	10	33	1	1148966	74371	93	148	141	48	0	1	83	80069	6888	58.367382	89.288728		0	3959.7527	931460.57	0	0	1.304e+09	6368.6698	15620.396	3686.2661	1247669.7	0	0	1.386e+09	6766.5918	14679.894	3933.2632	946773.07	0	0	1.302e+09	6355.6957	15508.544	3675.3296	1254907.2	0	0	1.393e+09	6802.8459	14675.456	1/19/2021 9:46	3959.753	931460.6	1247670	1	-154.9247	-57872.78	-78686.56	.0091892	-.3032614	.0128031	-.1211779	.0014542	-.320712	.006814	-.148198	-.9297283	-64155.25	-2084.26	-4275.827	12.10283	3.186834	-266896.6	-6834.207	-1.466667	-20.07855	14.96282	-12.37333	-79	-31487.77	.01188	-.3139559	-.3679391	.1509692	-.7835004	-1.52738	-2.326348	1.320504	1.451407	-.2967378	-.2447285	-.1763742	-.6744897	.8297738	-1.554774	-1.217526	-.6661439	-.1800124	-.3724957	.3487557	.0179054
InsH2Bfabp_CD15_11dpf_vast01_plate01_pcsk1_210108_0900_W_E09	210108	1	8	38	AP194	insH2Bfabp	CD15	pcsk1	1	0	0	1	210108_0900_E09	11	1	9.601437	.6465624	.38054438		.4676496	0	47	17	1	1	2																199	87664	17073	94.542124	137.86792	0	0	3894.399	896020.51	0	0	1.262e+09	6160.4999	15456.216	3840.7799	1186808.5	0	0	1.347e+09	6578.228	14501.642	3819.4433	887227.78	0	0	1.225e+09	5979.5446	15215.509	3785.1494	1186300	0	0	1.331e+09	6499.899	14358.313	1/19/2021 10:07	3894.399	896020.5	1186809	1	-100.9531	-66212.27	-101776.6		-.4527152	-.1338364	-.477192		-.4018821	-.1164997	-.3989595													37	-23892.77	-.276726	-.5353367	-.732088													.6009514	-.3752873	-.8587541	-1.323364		-1.110772
InsH2Bfabp_CD15_11dpf_vast01_plate01_pcsk1_210108_0900_W_F07	210108	1	8	38	AP180	insH2Bfabp	CD15	pcsk1	1	0	0	1	210108_0900_F07	11	1	8.511224	.0340296	.47568048	.2041776	.4676496	0	33	17	1	1	2																					15.26834		3858.0898	850531.62	0	0	1.166e+09	5692.9497	14884.735	3626.2802	1117692.9	0	0	1.216e+09	5939.1716	13966.708	3719.7793	846942.75	0	0	1.163e+09	5677.011	14874.426	3621.0105	1116646.1	0	0	1.239e+09	6048.7245	14200.277	1/19/2021 9:25	3858.09	850531.6	1117693	1	-137.2622	-95735.49	-149127.2	-.2285236	-.4655741	-.0308297	-1.058289	-.2036658	-.4155968	-.0137622	-.9812746															-.3264607	-1.170733	-1.239093															-2.344598	-1.323364	-.812913	-.3406948
InsH2Bfabp_CD15_11dpf_vast01_plate01_pcsk1_210108_0900_W_F08	210108	1	8	37	AP188	insH2Bfabp	CD15	pcsk1	1	0	0	1	210108_0900_F08	11	1	10.09699	.9868584	.57081658	.170148	.5455912	0	41	17	1	1	2	198338	5667	4871	29	5	35	1	1118743	75642	97	130	124	62	0	1	158	111518	15043	59.9998	107.58504	0	0	4041.2841	965853.88	0	0	1.328e+09	6483.5917	15802.564	3954.3638	1300635.4	0	0	1.415e+09	6911.4002	14939.399	3967.7995	970040.89	0	0	1.329e+09	6487.9857	15773.703	3948.8957	1309846.8	0	0	1.441e+09	7035.0964	15060.982	1/19/2021 9:49	4041.284	965853.9	1300635	1	-189.3015	-59991.74	-73764.7	-.2631182	-.3802845	.0598089	-.1234234	-.2495588	-.353788	.0688381	-.082678	1.070272	-53760.25	-2112.26	-2909.827	-.2511502	-1.701293	-297119.6	-5563.207	2.533333	-37.91379	1.758419	1.626667	-4	-38.77272	.3015001	-.0237617	-.0600032	.2967378	-.5148374	-1.583387	-.9808501	.0585214	-.7949086	-.349563	-.1594259	.117244	-1.244452	.1425233	.0250689	.0466829	.1945507	-.1800124	-.8501565	-1.085925	.3597319
InsH2Bfabp_CD15_11dpf_vast01_plate01_pcsk1_210108_0900_W_F09	210108	1	8	36	AP195	insH2Bfabp	CD15	pcsk1	1	0	0	1	210108_0900_F09	11	1	15.44894	1.2250656	.36468837	.4423848	.6235328	0	48	17	1	1	2	282035	7623	7249	36	7	37	1	1521780	97018	97	211	129	64	0	1	87	112796	8327	42.266903	71.32176		0																																	1				.0086242	-.2959135	-.1502546	.0990657	-.0355062	-.388662	-.1819917	-.0441325	3.070272	29936.75	-156.26	-531.8267	6.102827	.186834	105917.4	15812.79	2.533333	42.92145	2.962817	3.626667	-75	1239.227				.5053211	.612813	-.0083555	-.0417893	.6744897	.2967378	.367383	.717066	.117244	.9541653	.3584588	.349563	-1.087999	.2492189	.3280721	-.3724957	.3487557	-1.254876
InsH2Bfabp_CD15_11dpf_vast01_plate01_pcsk1_210108_0900_W_G07	210108	1	8	36	AP181	insH2Bfabp	CD15	pcsk1	1	0	0	1	210108_0900_G07	11	1	.185959	.0680592	.3012643	.170148	.389708	0	34	17	1	1	2																104	111878	8427	26.814841	49.323757	0	0	4191.4749	1069572.1	0	0	1.620e+09	7911.3762	17863.75	4305.5875	1484235.8	1	6	1.655e+09	8081.8079	15862.23	4233.4095	1087815.6	0	0	1.637e+09	7995.2237	17885.638	4300.1209	1499219.4	1	5	1.673e+09	8170.0792	15936.474	1/19/2021 10:31	4191.475	1069572	1484236	1	76.79774	-26893.71	11832.4	-.2626238	-.5425972	-.205808	-1.026505	-.1364005	-.2833514	-.1172201	-.6267756													-58	321.2273	.678223	.5081125	.5549229													-.8435227	.208157	-1.93999	-1.745187	-1.085925	-1.745187
InsH2Bfabp_CD15_11dpf_vast01_plate01_pcsk1_210108_0900_W_G09	210108	1	8	37	AP196	insH2Bfabp	CD15	pcsk1	1	0	0	1	210108_0900_G09	11	1	10.39432	1.191036	.36468837	.4423848	1.0911824	0	49	17	1	1	2	242314	5910	8181	45	11	41	1	1183275	76751	97	144	122	58	0	1	179	79328	16374	76.09371	118.99669	0	0	4119.1451	976680.3	1	9	1.395e+09	6811.0375	16352.823	4010.2385	1332845.5	0	0	1.480e+09	7225.1548	14994.724	4128.9968	993518.07	1	6	1.414e+09	6902.0494	16407.279	3988.2188	1339963.4	0	0	1.490e+09	7277.1634	15043.008	1/19/2021 10:14	4119.145	976680.3	1332846	1	-111.4407	-85203.42	-90683.18	.0085536	.1726546	-.1508168	.0627907	.0263507	.2077476	-.1388629	.1167352	7.070271	-9784.247	-1869.26	400.1733	15.74885	4.298707	-232587.6	-4454.207	2.533333	-23.91379	-.2415811	-2.373333	17	-32228.77	.4416151	.0356468	.1202234	.9027348	.0920395	-1.191816	.3853205	1.644854	1.989313	-.279319	-.108835	.117244	-.8297738	.0417893	-.4215776	.4331668	-.7343	.2533471	.8761429	.3487557	-1.254876
InsH2Bfabp_CD15_11dpf_vast01_plate01_pcsk1_210108_0900_W_H07	210108	1	8	37	AP182	insH2Bfabp	CD15	pcsk1	1	0	0	1	210108_0900_H07	11	1	18.42225	1.6334208	.44396845	.7826808	2.4161896	0	35	17	1	1	2	347226	9645	6678	27	4	36	1	2126106	111486	112	237	131	63	0	1	340	180151	33892	142.5549	183.97574	213.7567	0	4433.5882	1294534.3	1	6	1.927e+09	9407.4107	18958.551	4422.001	1753131.7	0	0	2.031e+09	9914.9765	17491.024	4431.176	1304583.1	1	7	1.939e+09	9468.0604	18968.161	4388.8039	1757019.7	0	0	2.052e+09	10020.128	17571.805	1/19/2021 9:30	4433.588	1294534	1753132	1	203.0027	80112.78	121657.6	.3498383	1.484803	-.0636661	.5366117	.2571428	1.292032	-.1295665	.239258	2.070272	95127.75	1865.74	-1102.827	-2.25115	-2.701293	710243.4	30280.79	17.53333	69.08621	8.758419	2.626667	178	68594.23	1.326017	1.485389	1.556382	.367383	1.126391	1.191816	-.2447285	-.0920395	-1.340755	1.126391	1.065463	.9808501	1.790751	.4491363	.1763742	2.2174	1.545024	1.067571	2.449998	2.258357	-.6156959
InsH2Bfabp_CD15_11dpf_vast01_plate01_pcsk1_210108_0900_W_H08	210108	1	8	36	AP190	insH2Bfabp	CD15	pcsk1	1	0	0	1	210108_0900_H08	11	1	10.39432	.9528288	.65009666	.170148	.6235328	0	43	17	.9860834	1	2	192706	11336	11499	21	4	17	1	718161	54990	78	140	105	66	0	1	123	82221	7917	48.894452	64.201025	0	0	4021.3314	955266.72	0	0	1.540e+09	7519.6313	18026.385	3845.4063	1293786.6	0	0	1.577e+09	7700.3127	16189.103	3949.9521	950780.64	0	0	1.522e+09	7432.6063	17878.792	3845.6552	1306945.8	0	0	1.589e+09	7759.6014	16200.556	1/19/2021 9:54	4021.332	955266.8	1293787	1	-93.34582	-61942.14	-70570.63	-.2632595	-.3005059	.1379646	-.1619439	-.2513296	-.2774122	.1458275	-.1264604	-16.92973	-59392.25	3556.74	3718.173	-8.897173	-2.813166	-697701.6	-26215.21	-16.46667	-28.07855	-21.03718	5.626667	-39	-29335.77	.2521206	-.1190784	-.1081514	-1.554774	-.6536562	1.989313	1.382994	-.9541653	-1.340755	-1.158484	-1.095418	-1.382994	-.9153651	-.7609839	.5533847	-.5693054	-.5693054	-.284287	-.3724957	-1.085925	.8501565
InsH2Bfabp_CD15_11dpf_vast01_plate01_pcsk1_210108_0900_W_H09	210108	1	8	38	AP197	insH2Bfabp	CD15	pcsk1	1	0	0	1	210108_0900_H09	11	1	13.46674	.8847696	.26955227	.2041776	.5455912	0	1	18	1	1	2	219654	8135	7546	25	5	27	1	1310114	78374	102	167	126	54	0	1	116	94656	11566	49.357912	83.299132	8.48241	0	3955.1125	972882.08	0	0	1.367e+09	6673.5044	16033.079	3954.2844	1284515.4	0	0	1.488e+09	7267.0393	15403.028	3945.5316	980269.17	0	0	1.366e+09	6668.0744	15990.999	3949.0775	1294474.5	0	0	1.495e+09	7299.8357	15385.763	1/19/2021 10:17	3955.113	972882.1	1284515	1	-40.23952	-16381.48	-40919.11	-.2422931	-.1857844	-.3001387	-.4786637	-.2499211	-.2011037	-.3053715	-.502126	-6.929729	-32444.25	355.74	-234.8267	-2.8547	-1.402846	-105748.6	-2831.207	7.533333	-.6855274	10.89552	-6.373333	-46	-16900.77	-.0237617	.01188	-.1808831	-.4676988	-.1425233	.2706416	.0752699	-.349563	-.7949086	-.0083555	.0083555	.4124631	.0668933	.2018935	-.9153651	-.6495895	-.1809804	-.4570723	-.8501565	-.812913	-1.902217
InsH2Bfabp_CD15_11dpf_vast01_plate01_pcsk1_210108_1030_W_A01	210108	1	8	37	AP221	insH2Bfabp	CD15	pcsk1	1	0	0	1	210108_1030_A01	11	1	14.41895	1.871628	.60252861	.5444736	.5455912	0	25	18	1	1	2	279308	10345	11067	30	6	27	1	13	27	3	6	2	2	0	1	237	146050	20876	85.5101	130.52668		0	4441.285	1203706.1	0	0	1.858e+09	9071.3175	19001.407	4340.2482	1614511.7	0	0	1.916e+09	9353.1983	17256.859	4453.188	1217941.9	0	0	1.851e+09	9037.7005	18882.177	4312.9268	1615947.3	0	0	1.916e+09	9353.0613	17234.121	1/19/2021 11:53	4441.285	1203706	1614512	2.5	210.6995	-14589.84	-22244.15	.0963079	-.1637405	.019345	.454304	.1006672	-.1547696	.0223742	.4681273	-6.929729	27209.75	2565.74	3286.173	.7488499	-.7012928	-1415850	-81178.2	-91.46667	-161.9138	-120.2416	-58.37333	75	34493.23	1.355195	.9995351	1.03336	-.4676988	.5729675	1.382994	1.226528	.167894	-.227545	-2.326348	-2.216363	-2.216363	-2.053749	-2.216363	-2.053749	1.076028	.9428753	1.482922	-.8501565	.8994349	.5175648
InsH2Bfabp_CD15_11dpf_vast01_plate01_pcsk1_210108_1030_W_A12	210108	1	8	38	AP213	insH2Bfabp	CD15	pcsk1	1	0	0	1	210108_1030_A12	11	1	17.23293	1.4632728	.31712032	.5785032	.779416	0	17	18	.3109845			239884	8567	5896	33	10	28	2	239922	19324	54	84	71	41	0	1	323	150925	34137	111.68871	153.083	61.92159	0	4611.2071	1269083.3	0	0	1.805e+09	8814.1397	18015.126	4315.3428	1686109.6	0	0	1.875e+09	9156.0041	16706.068	4525.8326	1257688.6	0	0	1.779e+09	8687.7853	17920.793	4261.2934	1679440.3	0	0	1.880e+09	9181.0845	16749.597	1/19/2021 11:25	4611.207	1269083	1686110	2.5	615.855	-38959.96	-73898.02	.1309025	.0627364	-.2615658	.0639124	.0935072	-.0143495	-.2879351	-.0549184	-5.929729	-12214.25	787.74	-1884.827	5.1453	3.597154	-1175941	-61881.21	-40.46667	-83.68552	-44.10448	-19.37333	161	39368.23	1.804902	1.297926	1.213653	-.3584588	.0585214	.6331026	-.5340118	.4033827	1.451407	-1.790751	-1.790751	-1.790751	-1.790751	-1.790751	-1.713249	1.817445	1.100127	.6744897	.2471891	1.054037	-1.644854
InsH2Bfabp_CD15_11dpf_vast01_plate01_pcsk1_210108_1030_W_B01	210108	1	8	38	AP222	insH2Bfabp	CD15	pcsk1	1	0	0	1	210108_1030_B01	11	1	10.51898	1.5653616	.85622486	.7146216	.9352992	0	26	18	1	1	2	231055	6245	6162	42	7	37	1	1412858	83899	93	268	102	49	0	1	139	72696	12139	56.682152	86.761599	0	0	3724.2509	873081.67	0	0	1.220e+09	5959.284	15244.287	3716.0025	1192401.1	0	0	1.364e+09	6660.6324	14708.334	3765.841	947371.22	0	0	1.304e+09	6364.8822	15534.228	3714.5858	1196558.2	0	0	1.380e+09	6739.2155	14792.87	1/19/2021 11:56	3724.251	873081.7	1192401	2.5	-271.1011	-15626.12	4048.228	.2663853	.226886	.2724791	.1457922	.318749	.3349516	.3093744	.3124265	3.070272	-21043.25	-1534.26	-1618.827	14.1453	.5971536	-3004.58	2693.793	-1.466667	100.3145	-13.10448	-11.37333	-23	-38860.77	-.7870038	-.8707581	-.7164975	.5053211	-.0250689	-.9281431	-.4583978	1.320504	.2967378	.2104284	.2619846	-.1763742	2.713052	-.9153651	-1.427856	-.2768245	-.9853176	.8674157	.6374841	1.771034	1.802743
InsH2Bfabp_CD15_11dpf_vast01_plate01_pcsk1_210108_1030_W_B11	210108	1	8	37	AP206	insH2Bfabp	CD15	pcsk1	1	0	0	1	210108_1030_B11	11	1	22.48577	2.1778944	.93550494	.7826808	1.3250072	0	10	18	0	0	1	318755	7083	6864	34	7	45	1	2166774	121836	110	228	172	59	0	1	94	130676	8204	92.738181	114.12648		0	4836.4655	1426873.8	0	0	2.109e+09	10296.838	19557.813	4551.4491	1877216.8	0	0	2.123e+09	10367.538	17556.307	4836.3079	1430014	0	0	2.106e+09	10284.868	19526.917	4510.0845	1875213	0	0	2.142e+09	10458.29	17643.896	1/19/2021 11:01	4836.465	1426874	1877217	2.5	605.8796	623.7224	-43030.59	.3355745	.6018981	.3607542	.7942521	.2279941	.3800366	.2849162	.452207	11.07027	66656.75	-696.26	-916.8267	4.74885	.2987072	750911.4	40630.79	15.53333	60.08621	49.75842	-1.373333	-68	19119.23	2.451708	2.451708	2.448278	1.095418	.8778963	-.279319	-.1933732	.4770404	.2967378	1.158484	1.262784	.853588	1.475791	1.790751	-.2706416	-.9745425	.6332112	1.93999	1.1219	2.258357	2.128045
InsH2Bfabp_CD15_11dpf_vast01_plate01_pcsk1_210108_1030_W_B12	210108	1	8	36	AP214	insH2Bfabp	CD15	pcsk1	1	0	0	1	210108_1030_B12	11	1	14.45784	1.191036	.58667259	.510444	.5455912	0	18	18	.9418147	1	2	204005	7556	7713	34	7	27	1	1010400	70338	93	150	108	58	0	1	151	82661	13810	90.279072	138.22397	0	0	3867.1642	952575.07	0	0	1.425e+09	6958.3013	16756.493	3899.771	1283618.2	0	0	1.564e+09	7638.774	15840.03	3869.8855	964986.57	0	0	1.444e+09	7050.1349	16839.297	3867.3962	1292590.3	0	0	1.588e+09	7753.4107	15966.244	1/19/2021 11:28	3867.164	952575.1	1283618	2.5	-247.5131	4345.033	13295.61	.0627727	-.1701699	.0074243	-.2105698	.0598178	-.1761664	.0053497	-.2197779	-6.929729	-48093.25	-223.26	-67.82667	4.102827	.186834	-405462.6	-10867.21	-1.466667	-18.07855	-18.03718	-2.373333	-11	-28895.77	-.3139559	-.1430434	-.2175866	-.4676988	-.4033827	-.0417893	.2104284	.4770404	.2967378	-.6536562	-.367383	-.1763742	-.5828415	-.6433454	-.4215776	-.0400101	-.5382195	.2533471	-.8501565	.7010792	.450457
InsH2Bfabp_CD15_11dpf_vast01_plate01_pcsk1_210108_1030_W_C01	210108	1	8	38	AP223	insH2Bfabp	CD15	pcsk1	1	0	0	1	210108_1030_C01	11	1	6.22902	.9187992	.45982446	.3743256	.5455912	0	27	18	.896318	1	2																							3784.0312	909867.55	0	0	1.232e+09	6017.5443	15116.254	3711.4404	1076989.1	0	0	1.283e+09	6264.6515	14730.633	3739.7814	918510.74	0	0	1.219e+09	5954.3583	15000.159	3726.9321	1086051	0	0	1.267e+09	6186.8902	14545.333	1/19/2021 12:00	3784.031	909867.6	1076989	2.5	-211.3208	-4298.538	-146069.5	-.0739814	-.1619035	-.1244835	-.5030156	.0310894	.0549663	-.0504036	-.1685969															-.5490977	-.4416151	-1.380398															-.3789003	-.8501565	-.0840529	-.4904585
InsH2Bfabp_CD15_11dpf_vast01_plate01_pcsk1_210108_1030_W_C10	210108	1	8	38	AP200	insH2Bfabp	CD15	pcsk1	1	0	0	1	210108_1030_C10	11	1	19.11603	1.5993912	.65009666	.6125328	.779416	0	4	18	.1011737	0	1																170	156418	15645	54.322545	60.152159		0	4506.6382	1333772.6	0	0	2.054e+09	10028.171	19701.698	4487.3751	1794134.5	0	0	2.137e+09	10433.278	17873.529	4545.0873	1341907.3	0	0	2.051e+09	10015.913	19621.73	4476.2479	1797723.4	0	0	2.157e+09	10531.354	17974.171	1/19/2021 10:37	4506.638	1333773	1794135	2.5	511.2861	79807.87	107848.8	.1658503	.0507959	.0787191	.2292216	.0930357	-.0991704	.0274628	-.0019074													8	44861.23	1.522188	1.695148	1.742965													.2837581	1.150349	.9674216	.2471891	1.239093	.8501565
InsH2Bfabp_CD15_11dpf_vast01_plate01_pcsk1_210108_1030_W_C11	210108	1	8	38	AP207	insH2Bfabp	CD15	pcsk1	1	0	0	1	210108_1030_C11	11	1	14.95339	1.2590952	.47568048	.3743256	.4676496	0	11	18	1	1	2																207	116433	22130	83.541026	134.34995		0	3968.2367	987387.08	0	0	1.404e+09	6856.0759	16337.937	3921.4026	1400974.1	0	0	1.575e+09	7689.0755	15711.326	4111.489	1008860.5	0	0	1.435e+09	7008.4969	16457.534	3899.5294	1411890.3	0	0	1.600e+09	7813.525	15855.397	1/19/2021 11:04	3968.237	987387.1	1400974	2.5	-27.11525	-7774.596	67499.09	-.0728513	-.254541	-.0996325	-.1267925	-.0886269	-.286874	-.1106965	-.1765645													45	4876.227	.071339	.1190784	.3170625													.7607465	.3186394	.3661064	-1.323364	-.0840529	-.3406948
InsH2Bfabp_CD15_11dpf_vast01_plate01_pcsk1_210108_1030_W_C12	210108	1	8	37	AP215	insH2Bfabp	CD15	pcsk1	1	0	0	1	210108_1030_C12	11	1	15.74627	1.5653616	.45982446	.510444	.389708	0	19	18	1	1	2	411069	7756	7614	23	7	53	1	2479598	123141	115	219	137	61	0	1	168	150040	11806	54.11855	94.421278		0	4178.558	1117363.9	0	0	1.651e+09	8060.5886	17737.437	4147.0581	1529635	0	0	1.773e+09	8659.602	16593.808	4179.8569	1131539.9	0	0	1.655e+09	8078.9977	17680.224	4142.1007	1542525	0	0	1.801e+09	8795.1044	16725.103	1/19/2021 11:31	4178.558	1117364	1529635	2.5	-52.0276	27518.04	67987.27	.0627021	-.3251347	-.119986	.1615103	.0451889	-.3612086	-.1323419	.1059114	19.07027	158970.8	-23.26	-166.8267	-6.25115	.2987072	1063735	41935.79	20.53333	51.08621	14.75842	.6266667	6	38483.23	.6340222	.6340222	.6858258	1.361571	1.52738	.0585214	.1256613	-.6640369	.2967378	1.340755	1.300781	1.095418	1.126391	.6640369	-.0920395	.2149745	1.029613	.8674157	-1.745187	.7010792	-.4904585
InsH2Bfabp_CD15_11dpf_vast01_plate01_pcsk1_210108_1030_W_D10	210108	1	8	37	AP201	insH2Bfabp	CD15	pcsk1	1	0	0	1	210108_1030_D10	11	1	22.38667	1.6674504	.99892901	.680592	.8573576	0	5	18	0	0	1	567409	8729	14054	13	5	65	1	2806327	160293	125	189	154	87	0	1	277	203006	28552	161.2302	209.30907	0	0	4630.0809	1363171.4	0	0	1.995e+09	9739.6117	18993.342	4589.7183	1794792.5	0	0	2.009e+09	9808.4318	17158.762	4587.5218	1366042.5	0	0	1.974e+09	9639.2615	18852.889	4579.0716	1790755	0	0	2.017e+09	9848.3851	17239.01	1/19/2021 10:40	4630.081	1363171	1794793	2.5	399.4954	47736.22	25612.42	.2338388	.129656	.4269892	.2950353	.1225641	-.0997374	.3485854	-.0585888	31.07027	315310.8	949.74	6273.173	-16.25115	-1.701293	1390464	79087.8	30.53333	21.08621	31.75842	26.62667	115	91449.23	1.869082	1.869082	1.800572	1.790751	2.326348	.6744897	1.583387	-1.989313	-.7949086	1.644854	2.128045	1.613358	.5533847	1.20899	2.713052	1.406504	2.2174	1.144585	.4637077	1.536557	2.449998
InsH2Bfabp_CD15_11dpf_vast01_plate01_pcsk1_210108_1030_W_D11	210108	1	8	36	AP208	insH2Bfabp	CD15	pcsk1	1	0	0	1	210108_1030_D11	11	1	15.54805	1.4632728	.4915365	.510444	.7014744	0	12	18	1	1	2	248816	7318	6364	25	6	34	1	1824413	95560	91	197	167	70	0	1	176	129347	14679	88.489593	125.2023		0	4224.651	1119128.4	0	0	1.657e+09	8090.6818	17835.067	4147.0581	1532924.8	0	0	1.739e+09	8491.9233	16378.615	4353.7055	1132467	0	0	1.661e+09	8110.8839	17780.59	4123.6696	1537231.4	0	0	1.759e+09	8590.8105	16485.169	1/19/2021 11:08	4224.651	1119128	1532925	2.5	109.9735	6825.862	38932.09	.0631964	-.0197977	-.0843386	.0751396	.0412282	-.0649357	-.0997808	.0056132	.0702717	-3282.247	-461.26	-1416.827	-4.897173	-.813166	408550.4	14354.79	-3.466667	28.92145	40.96282	9.626667	14	17790.23	.7084385	.6486143	.7164975	.227545	.2447285	-.1763742	-.349563	-.349563	-.227545	.6956203	.6536562	-.3054808	.717066	1.613358	.8656782	.3539128	.5693054	.6744897	-.0119366	.7010792	-.2287701
InsH2Bfabp_CD15_11dpf_vast01_plate01_pcsk1_210108_1030_W_D12	210108	1	8	38	AP216	insH2Bfabp	CD15	pcsk1	1	0	0	1	210108_1030_D12	11	1	17.53026	1.4292432	.47568048	.4764144	.7014744	0	20	18	1	1	2	204995	6406	6900	26	6	32	1	1332197	73333	99	160	122	55	0	1	161	96668	15300	120.35932	160.14213	0	0	4255.7031	1038528.4	0	0	1.478e+09	7216.4091	16608.382	4086.214	1404024.7	0	0	1.575e+09	7691.0976	15450.618	4220.504	1052226	0	0	1.478e+09	7217.9145	16557.367	4026.0735	1407254.6	0	0	1.590e+09	7762.906	15530.194	1/19/2021 11:34	4255.703	1038528	1404025	2.5	260.351	-90723.44	-112247.5	.0286018	-.0124498	-.1046922	.0231465	-.0094451	-.0909385	-.1315459	-.0978695	-1.929728	-47103.25	-1373.26	-880.8267	-1.8547	-.4028464	-83665.58	-7872.207	4.533333	-7.685527	6.895518	-5.373333	-1	-14888.77	.7870038	.3770168	.3296998	.0836517	-.367383	-.717066	-.1763742	-.1933732	-.227545	.0585214	-.279319	.2447285	-.2189787	.0417893	-.8064212	.0733981	-.1539368	.5800146	-.0119366	.5409867	-.3406948
